STATE,Name,NAME,District,No_HH,TOT_P,ELG_POP,LIT,F_EMP,F_EMP_Female,EMP_AL,EMP_NAL,EMP_UN,FC_RUD,FC_INT,FC_ADV,MSL_RUD,MSL_INT,MSL_ADV,CHH_RUD,CHH_INT,CHH_ADV,MSW_RUD,MSW_INT,MSW_ADV,BF_RUD,BF_INT,BF_ADV,radio/transistor,TV,Telephone,Bicycle,2 wheeler,4 wheeler,No asset,State,District_2011,No_HH_2011,TOT_P_2011,EMP_AL_2011,EMP_NAL_2011,EMP_UN_2011,ELG_POP_2011,LIT_2011_val,F_EMP_2011,BF_RUD_2011,BF_INT_2011,BF_ADV_2011,CHH_RUD_2011,CHH_INT_2011,CHH_ADV_2011,FC_RUD_2011,FC_INT_2011,FC_ADV_2011,MSL_RUD_2011,MSL_INT_2011,MSL_ADV_2011,MSW_RUD_2011,MSW_INT_2011,MSW_ADV_2011,Radio_2011,TV_2011,Telephone_2011,Cycle_2011,2 Wheeler_2011,4 Wheeler_2011,No Asset_2011,EMP_2011,EMP_2001,MSW_2011,MSW_2001,BF_2011,BF_2001,MSL_2011,MSL_2001,FC_2011,FC_2001,CHH_2011,CHH_2001,Population Change,MSL_Change,MSW_Change,FC_Chnage,BF_Change,EMP_Change,CHH_Change,Asset Change,F_Main_Ch,F_Mar_Ch,EMP_2011,EMP_2001,ASSET_2011,ASSET_2001,F_Main_2001,F_Marg_2001,F_Main_2001_L,F_Marg_2001_L,F_Main_2011,F_marg_2011,F_Main_2011_L,F_marg_2011_L,Ind_2011,Ind_2001,Ind_change,LIT_2001,LIT_2011,LIT_Change,Formal_EMP_2001,Formal emp 2011,Formal emp change
1,JAMMU & KASHMIR,Anantnag,14,160395,1172434,995314,46.53777602,3.016334544,5.33793719,12.85986131,13.43113831,60.3152372,64.0898007,24.34801238,11.56218692,4.14537481,16.12153213,79.73309306,1.985632963,66.03566158,31.97870546,41.44366663,11.17783085,47.37850252,47.93298342,48.52463974,3.542376833,74.70369927,32.79628498,2.75476192,6.849099284,2.837934055,2.155544494,22.20002898,1,14,271779,1769390,8.625407859,12.73901716,55.97504911,1447804,61.54956058,2.206237861,58.48732537,11.15913665,30.35353798,4.77974935,40.8809507,54.33929995,72.64851589,11.55640171,15.53855118,4.1518366,17.17464006,78.67352334,20.30605014,7.723074263,71.9708756,60.51139198,44.43395479,64.19638751,3.857121043,5.320692548,5.480348739,14.9890915,Unemployment,Unemployment,3,1,1,2,3,3,1,1,2,1,45.4620351,0,1,0,0,0,1,1,0,0,1,1,2,1,11.47287888,63.50386318,1,3,10.32668962,59.48945379,1,3,3,2,1,1,1,0,2,2,0
1,JAMMU & KASHMIR,Doda,16,109500,691929,572898,47.90119707,8.172309905,14.25656891,19.70455474,14.21230306,44.44386261,86.14576262,7.713940634,6.140296744,18.7373822,24.59821389,56.66440391,1.316633981,70.41986094,28.26350508,35.45767912,0.84721108,63.6951098,80.24790401,11.92002186,7.832074124,55.847167,14.56744629,2.502843138,0.945067927,1.414075517,0.936251995,41.90212552,1,16,180335,924345,10.00939868,13.2099597,57.54142077,758617,59.40467983,3.319197962,78.11588766,1.787149472,20.09696287,2.22419331,53.22169518,44.55411151,88.2586941,2.248151496,9.39913328,12.30976627,16.91239249,70.77784124,24.41442038,0.461818837,75.12376078,33.16375412,20.64923171,47.90794688,0.682896831,2.074037763,2.045869632,34.95260377,Unemployment,Agricultural,3,3,1,1,3,2,1,1,2,1,32.41746349,1,0,0,0,0,1,0,-1,-1,1,2,1,1,24.09512683,64.37231288,2,3,14.29495986,48.31656983,1,2,3,2,1,1,1,0,2,2,0
1,JAMMU & KASHMIR,Udhampur,19,122462,743509,622063,55.20807378,7.701953018,13.93478621,22.15129336,17.29599735,41.09439076,76.22662257,6.732371019,17.04100641,6.30564833,30.53775265,63.15659902,1.659501077,52.98355353,45.3569454,50.52478684,1.208774075,48.26643908,67.43367334,25.51637548,7.049951173,54.78626938,26.45024167,4.766984794,3.189752091,4.58316579,1.922713956,38.57737221,1,19,155929,869652,15.29661243,17.72560351,46.75424011,729521,64.82280839,5.244537169,82.49058161,0.5,17.00941839,1.7545774,44.84436827,53.40105433,79.78116322,1.79991214,18.25528029,6.21795817,22.15308378,71.62895805,40.92790372,4.082041827,54.99005445,32.74533474,34.44665264,51.87350204,3.545598317,8.47297488,3.845510457,26.0355649,Unemployment,Agricultural,1,1,1,1,3,2,1,1,2,2,17.27445612,1,0,0,0,0,0,1,-1,0,1,2,2,1,19.5246692,72.20078815,2,3,15.88184505,66.1395601,1,3,2,3,-1,1,1,0,2,3,1
1,JAMMU & KASHMIR,Jammu,21,304100,1588772,1389947,77.02264907,3.368689598,6.340541931,7.15739521,24.09775337,61.9891262,32.42297603,19.74959,47.82743397,0.17746916,2.24277916,97.57975168,4.25880566,36.59959222,59.14160212,8.764686668,37.34395679,53.89135654,50.31469627,31.09751375,18.58778999,56.01256765,67.21130953,13.40649867,23.38955996,19.64856391,5.41196755,18.50898964,1,21,379584,1848856,4.841236797,24.64901901,63.4076444,1642824,83.10531134,3.95514066,51.89341094,2.465549127,45.64103993,3.9105202,30.40381497,65.68566483,28.14265933,7.569364093,63.8535257,0.365549125,1.968901745,97.66554913,5.93398852,39.09283242,54.97317906,24.26982644,78.94543342,55.36323739,22.44497107,35.88080899,13.20473966,8.917225436,Non Agri,Non Agri,3,3,3,2,3,3,3,3,3,2,18.19328363,0,0,0,1,0,1,1,0,-1,3,3,3,2,10.77803098,54.90356865,1,2,13.41168651,31.5097493,1,1,3,3,0,2,3,1,3,3,0
2,HIMACHAL PRADESH,Chamba,23,87029,460887,391308,62.9092684,8.620063991,14.94711281,18.7816247,14.04469114,41.10726078,77.23691262,6.052520553,16.71056683,0.41505605,10.35929714,89.22564681,2.664685948,48.01193074,49.32338332,10.90890432,1.345511351,87.74558433,76.52994903,17.59883237,5.8712186,50.69499082,32.70504795,8.386640669,1.491465125,3.704717272,1.618034413,39.14297769,2,23,102460,519080,12.16992296,14.49074146,34.47264559,448721,72.1700121,7.202916734,48.8,9.3,41.9,2.2,36.6,61.2,76.4,2.3,21.1,0.2,5.5,94.3,4.4,1,94.6,25.4,61,59.2,1.6,8.7,5,17.3,Agricultural,Agricultural,3,3,3,1,3,3,1,1,3,2,14.67207417,0,0,0,1,0,1,1,0,0,2,2,2,1,26.25961449,68.63039216,2,3,27.01701886,59.01446649,2,3,2,2,0,1,2,1,2,2,0
2,HIMACHAL PRADESH,Kangra,24,272487,1339030,1174464,80.07950861,8.038816005,13.92982342,13.29116942,15.37288499,49.84997412,65.49687015,4.23510343,30.26802642,0.216724054,2.104166896,97.67910905,2.131810206,32.34066024,65.52752956,12.74894847,6.518956938,80.7320946,69.97986777,24.33396774,5.686164498,41.57691504,64.0663447,12.99610923,10.85270465,9.232958192,2.3630623,25.83893479,2,24,338887,1510075,5.986467162,17.3448198,49.81894776,1345468,85.66833251,5.069165525,34.6,9.1,56.3,1.4,25,73.6,53.8,1.8,44.2,0.1,1.7,98.2,5.1,5.4,89.5,22.2,81,55.9,11.4,20.6,6.8,7.6,Non Agri,Unemployment,3,3,3,1,3,3,1,1,3,3,14.56017383,0,0,0,1,1,0,1,0,-1,3,1,3,2,28.04493701,63.06207771,2,3,21.72690059,56.25112455,2,2,3,2,1,3,3,0,2,3,1
2,HIMACHAL PRADESH,Lahul & Spiti,25,7999,33224,29560,73.10216509,25.0811908,50.15220185,34.39445196,30.58863329,28.66035183,52.83451666,19.46477335,27.70070999,0.63353359,11.89513927,87.47132714,3.03163929,52.28750965,44.68085106,8.913162206,5.854724194,85.2321136,40.74276352,55.95849263,3.298743856,70.45330421,39.86892409,12.53959585,1.245221191,2.752594211,1.572910978,24.57673403,2,25,6674,31564,32.1389641,21.27360315,32.15302929,28439,76.81353071,22.70825275,22.5,23.1,54.4,0.8,33.7,65.5,53.6,15.6,30.6,0.3,4.6,95.1,3.4,5.1,91.5,37.2,73.8,31.5,1.6,8.4,8,11.8,Agricultural,Agricultural,3,3,3,2,3,3,1,1,3,2,-3.792286874,0,0,0,1,0,1,1,0,0,2,2,3,1,38.59649123,56.94518361,3,2,42.51481238,50.52375152,3,2,2,3,-1,2,2,0,3,3,0
2,HIMACHAL PRADESH,Kullu,26,76902,381571,328751,72.89681248,20.25088897,36.2697829,37.70847845,13.00315436,34.14073265,67.40129145,8.648324443,23.95038411,0.445368927,8.042163293,91.51246778,2.47760232,34.18756043,63.33483725,10.8981394,1.392256451,87.70960414,71.84221944,15.54707639,12.61070417,47.16188969,40.03726296,16.34465685,2.460376203,4.669355045,3.26050892,35.96003165,2,26,94807,437903,36.04776603,13.98836561,30.5539497,387472,79.40496346,19.31055663,41.7,7.8,50.5,1.2,26.1,72.7,53.2,4.1,42,0.2,4.2,95.6,6.1,1.9,92,22.8,70,64.2,2.6,7.3,8.9,10,Agricultural,Agricultural,3,3,3,1,3,3,1,1,3,3,17.86184681,0,0,0,1,0,0,1,0,0,2,2,2,1,39.93341931,61.33378851,3,3,38.59322454,60.40846718,3,3,1,1,0,2,3,1,2,2,0
2,HIMACHAL PRADESH,Mandi,27,182378,901344,781395,75.23518835,11.831916,20.38802837,21.14193206,13.29340474,41.86141452,75.34021901,4.328111014,20.33166998,0.611563427,4.165706353,95.22273022,2.396520062,34.94293097,62.66054897,6.943201248,1.542040296,91.51475846,68.80865729,18.33725499,12.85408772,46.1867064,46.48042836,15.07093814,4.223593163,6.188528764,2.113404548,34.54180982,2,27,219145,999777,17.2525045,14.75752588,35.48844602,887703,81.53030912,11.10112279,17.3,11.4,71.3,1.6,27.2,71.2,70,2.6,27.3,0.2,2.2,97.6,3.9,0.9,95.2,24.3,71.5,49.8,5,12,7.3,11.8,Agricultural,Agricultural,3,3,3,1,3,3,1,1,3,3,13.60489893,0,0,0,1,0,0,1,0,0,2,2,3,2,34.35980912,68.07403248,3,3,34.68013823,61.23105398,3,3,2,2,0,2,3,1,2,2,0
2,HIMACHAL PRADESH,Hamirpur,28,86771,412700,362001,82.45778327,13.91543117,23.30974934,19.16956031,13.94360789,43.25844404,70.85711676,3.082332527,26.06055071,0.122151693,1.450979497,98.42686881,1.502358219,26.45922006,72.03842172,9.641992785,5.837024522,84.52098269,61.60897758,32.86451436,5.52650806,46.31375862,67.95059135,19.76345952,5.41577241,6.525412119,1.938444678,23.02730718,2,28,105519,454768,14.14233666,16.91300281,40.44335582,406220,88.15198661,12.49643051,10.7,12.3,77,0.9,21.3,77.8,64.7,1.7,33.4,0.1,0.8,99.1,4.3,5.4,90.3,22.5,82.2,48.7,6.8,16.1,6.3,6.6,Agricultural,Agricultural,3,3,3,1,3,3,1,1,3,3,12.21515963,0,0,0,1,0,0,1,1,0,2,2,3,2,15.16465591,65.55709629,1,3,40.23923331,62.57147299,3,3,2,2,0,3,3,0,3,2,-1
2,HIMACHAL PRADESH,Una,29,88181,448273,388561,80.3678187,6.907023608,11.99469048,14.14192366,16.49676627,48.10132772,63.07148724,3.744837907,33.18367485,0.169913014,2.323644916,97.50644207,3.377596187,36.85166269,59.77074112,9.260822109,11.44943681,79.28974108,68.84627936,24.07701223,7.076708414,34.6104941,61.61316094,15.76027636,37.27171455,15.65225219,2.126725855,23.80357605,2,29,110332,521173,9.251594356,19.86071845,53.38245927,461942,86.52926125,6.180429578,39.8,5.3,54.9,1.7,25.2,73.1,56.7,3,40,0.2,3.1,96.7,3.8,10.6,85.6,18.1,81,59.5,37.7,33.6,7.3,6.6,Non Agri,Unemployment,3,3,3,1,3,3,1,1,3,2,18.88532303,0,0,0,1,1,1,1,0,-1,3,1,3,2,22.54346913,67.85299245,2,3,21.22960694,55.87653344,2,2,4,2,1,3,3,0,2,3,1
2,HIMACHAL PRADESH,Bilaspur,30,65750,340885,297995,77.76405644,13.85795064,24.34589853,22.65172234,14.4804443,44.05677948,75.23178808,3.934816579,20.83339534,0.221742687,1.781382543,97.99687477,2.608173978,31.01462317,66.37720285,11.36245256,4.766723715,83.87082372,61.63256195,29.38462683,8.982811221,42.2695141,55.90594538,14.80764938,7.932137808,7.851774686,2.460004465,30.53054543,2,30,80485,381956,12.27235294,18.14117647,39.44970588,340000,84.59411765,8.825294118,29.5,12.5,58,1.3,26.2,72.5,74.6,3.4,21.6,0.1,1.5,98.4,8.6,7,84.4,18.5,76.3,52.6,6.7,14.2,8.2,8.8,Agricultural,Agricultural,3,3,3,1,3,3,1,1,3,3,14.09587409,0,0,0,1,0,0,1,0,0,2,2,3,2,37.32060876,64.1983017,3,3,29.01765855,62.77460596,3,3,3,2,1,2,3,1,2,3,1
2,HIMACHAL PRADESH,Solan,31,99317,500557,434123,76.57046505,8.077203926,15.22804061,15.81118715,23.87203627,39.31558568,53.61605376,12.94065104,33.4432952,0.213156853,3.610471077,96.17637207,3.365094311,36.01715297,60.61775271,15.54522478,5.247718714,79.20705651,57.10269085,26.38171317,16.51559598,53.06793613,59.84226393,23.70405709,12.06061775,10.74615049,3.603365848,22.68496432,2,31,122425,580320,16.75768231,26.04635453,41.67377676,512183,83.67673273,11.95412577,26.7,4.3,69,1.7,23.3,75,47.6,7.6,44,0.1,2.6,97.3,10.7,5,84.3,31.3,76.8,52.3,10.1,20.5,12.3,5.4,Agricultural,Agricultural,3,3,3,1,3,3,3,1,3,2,17.9810791,0,0,1,1,0,1,1,0,0,2,2,3,2,20.35420319,69.21389477,2,3,27.92756631,59.75824508,2,3,4,2,1,2,3,1,3,3,0
2,HIMACHAL PRADESH,Sirmaur,32,81441,458593,390162,70.39204228,14.88407379,26.72508215,31.36133196,13.72583696,42.10814995,70.19856318,6.749209503,23.05222732,0.38040779,12.33417734,87.28541487,4.748106845,43.37091237,51.88098079,19.00948596,7.755957501,73.23455653,69.26450456,14.29921374,16.4362817,44.62401415,38.79917134,12.62735786,17.68048169,8.790569764,2.175835625,33.93988588,2,32,98208,529855,26.49624648,15.63570784,39.14348105,460235,78.79561528,12.80954295,39.8,2.5,57.7,2.6,29.4,68,65,4.1,30.1,0.2,5.4,94.4,13,9.1,77.9,27.2,60.7,61.7,17.2,18,7.7,11.4,Agricultural,Agricultural,3,3,3,1,3,3,1,1,3,2,17.9599756,0,0,0,1,0,1,1,0,0,2,2,2,1,33.01177286,63.5941472,3,3,30.40339133,60.02761758,3,3,2,1,1,2,3,1,2,2,0
2,HIMACHAL PRADESH,Shimla,33,154693,722502,637413,79.12138598,17.10178487,31.9200834,29.54693425,18.41396394,41.91787742,47.18822753,7.624217223,45.18755525,0.710879822,5.157924878,94.1311953,3.148594075,33.212933,63.63847292,10.11789898,1.077524495,88.80457652,59.98842175,17.34123476,22.67034349,66.36766555,52.91012537,25.34330142,1.39063531,3.208296503,4.140159108,23.14779079,2,33,184362,814010,23.75560792,18.80998736,41.16617471,732446,83.6432993,13.21462606,31.8,4.5,63.7,2,22.7,75.3,35.5,3.4,60.7,0.5,3.8,95.7,7.2,0.7,92.1,39.2,72.7,57.4,1.6,4.5,12.8,5.9,Agricultural,Agricultural,3,3,3,1,3,3,3,3,3,3,14.90917192,0,0,0,1,0,0,1,0,0,2,2,3,2,35.65776605,65.22770251,3,3,31.04532187,63.36902884,3,3,2,2,0,3,3,0,3,3,0
2,HIMACHAL PRADESH,Kinnaur,34,18641,78334,69030,75.2035347,22.13530349,42.2554686,36.460959,21.9382877,30.73880921,37.70752129,15.25431885,47.03815986,1.05865935,7.37693085,91.5644098,2.473635613,46.64431161,50.88205278,15.68259468,0.842115394,83.47528993,63.51474905,21.24536837,15.23988259,60.31952264,42.47630047,19.52745296,0.957605505,1.761224195,2.593715413,28.44906405,2,34,19976,84121,36.44019769,25.21647446,25.83459638,75875,79.99868204,22.23525535,31.6,7.2,61.2,1,29.3,69.7,30.4,13.1,55.7,0.4,7.5,92.1,7.3,0.6,92.1,33,66.2,57.1,1,4.4,14.2,8.4,Agricultural,Agricultural,3,3,3,1,3,3,3,3,3,2,9.91597856,0,0,0,1,0,1,0,0,0,2,2,2,2,37.90340585,59.88263537,3,3,36.06301569,58.3605521,3,3,2,2,0,2,3,1,3,3,0
3,PUNJAB,Gurdaspur,35,366025,2104011,1823862,73.76912288,3.717660656,6.842534417,10.25329767,20.90706424,61.58936367,23.2280473,44.43789163,32.33406107,1.248121584,9.159034846,89.59284357,4.06305821,38.08131787,57.85562392,3.187218237,73.34231195,23.47046982,66.91598855,18.10059826,14.9834132,37.62227452,69.20184865,12.77410757,70.96118404,26.65683745,2.926082395,11.87927075,3,35,443666,2298323,10.13906875,20.46515358,62.97150157,2044744,79.94736749,3.770740983,41.7,6.7,51.6,7.9,47.1,45,15.5,26.3,57.9,1,3.5,95.5,1.8,69.2,29,11.4,84.8,55,65.1,45.2,7.5,4.6,Non Agri,Non Agri,2,2,3,1,3,3,3,3,2,2,12.11067504,0,0,0,1,0,0,0,0,0,3,3,3,3,11.93073645,46.73800431,1,1,12.32098284,32.26552984,1,1,3,3,0,2,3,1,3,3,0
